"Buland Ltd"
"Trial Balance - Detailed"
"From 01/10/2020 To 30/09/2021"

"Posting Date","G/L Account No.","G/L Name","Doc. Type","Doc. No.","Source No.","Source Name",Debit,Credit,Amount,"Entry No."
19/08/2021,2710,"VAT on Purchases",,PI0592,SUP0001,"Go Cardless",,,600.00,3693
20/08/2021,2710,"VAT on Purchases",,PI0275,SUP0001,Esure,,,600.00,2567
23/08/2021,2710,"VAT on Purchases",,PI0271,SUP0001,Microsoft,,,600.00,2555
23/08/2021,2710,"VAT on Purchases",,PI0272,SUP0001,"Manchester Airport",,,600.00,2558
23/08/2021,2710,"VAT on Purchases",,PI0273,SUP0001,Hello,,,600.00,2561
23/08/2021,2710,"VAT on Purchases",,PI0274,SUP0001,Toll,,,600.00,2564
24/08/2021,2710,"VAT on Purchases",,PI0270,SUP0001,"Messe Friedrichshafen",12.72,,612.72,2552
26/08/2021,2710,"VAT on Purchases",,PI0269,SUP0001,Gotrentalcars,,,612.72,2549
02/09/2021,2710,"VAT on Purchases",,PI0268,SUP0001,"Unique Glazing",,,612.72,2546
04/09/2021,2710,"VAT on Purchases",,PI0077,SUP0001,123-Reg,,,612.72,1549
05/09/2021,2710,"VAT on Purchases",,PI0030,SUP0001,123-reg,,,612.72,1236
09/09/2021,2710,"VAT on Purchases",,PI0031,SUP0001,123-reg,,,612.72,1239
15/09/2021,2710,"VAT on Purchases",,PI0064,SUP0001,"Silva Timber",,,612.72,1406
16/09/2021,2710,"VAT on Purchases",,PI0593,SUP0001,"Go Cardless",,,612.72,3698
19/09/2021,2710,"VAT on Purchases",,PI0066,SUP0001,Ascot,,,612.72,1420
21/09/2021,2710,"VAT on Purchases",,PI0068,SUP0001,"Windsor Traders",,,612.72,1426
27/09/2021,2710,"VAT on Purchases",,PI0065,SUP0001,Mfg,,,612.72,1409
27/09/2021,2710,"VAT on Purchases",,PI0601,SUP0001,"Waqas Ahmed",,,612.72,3770
,2710,"VAT on Purchases","Closing Balance",,,,612.72,0,612.72,
,2720,"Import VAT","Opening Balance",,,,,,0,
,2720,"Import VAT","Closing Balance",,,,0,0,0,
,2730,"VAT Bad Debt Relief","Opening Balance",,,,,,0,
,2730,"VAT Bad Debt Relief","Closing Balance",,,,0,0,0,
,2740,"VAT Payable / Receivable","Opening Balance",,,,,,0,
,2740,"VAT Payable / Receivable","Closing Balance",,,,0,0,0,
,2800,"Salary Control Account","Opening Balance",,,,,,0,
,2800,"Salary Control Account","Closing Balance",,,,0,0,0,
,2830,PAYE,"Opening Balance",,,,,,0,
,2830,PAYE,"Closing Balance",,,,0,0,0,
,2850,"Corporation Tax Payable to HMRC","Opening Balance",,,,,,0,
,2850,"Corporation Tax Payable to HMRC","Closing Balance",,,,0,0,0,
,2870,Pensions,"Opening Balance",,,,,,0,
,2870,Pensions,"Closing Balance",,,,0,0,0,
,3100,"Directors' Loans","Opening Balance",,,,,,0,
24/11/2020,3100,"Directors' Loans",,GJ0036,2100,"Bank - Current Account",100.00,,100.00,328
24/11/2020,3100,"Directors' Loans",,GJ0057,2100,"Faster Payment - Correction",,200.00,-100.00,562
14/12/2020,3100,"Directors' Loans",,GJ0050,2100,"Bank - Coutts Account",,6000.00,-6100.00,456
26/01/2021,3100,"Directors' Loans",,GJ0051,2100,"Bank - Coutts Account",,250000.00,-256100.00,450
26/01/2021,3100,"Directors' Loans",,GJ0051,2100,"Bank - Coutts Account",,250000.00,-506100.00,451
27/01/2021,3100,"Directors' Loans",,GJ0051,2100,"Bank - Coutts Account",,212000.00,-718100.00,452
,3100,"Directors' Loans","Closing Balance",,,,100,718200,-718100,
,3150,"Other Long Term Loans","Opening Balance",,,,,,0,
,3150,"Other Long Term Loans","Closing Balance",,,,0,0,0,
,3200,"Mortgage Nightingale","Opening Balance",,,,,,0,
26/01/2021,3200,"Mortgage Nightingale",,SJ0012,SUP0003,"Maher & Co. - Nightingale",,651000.00,-651000.00,592
,3200,"Mortgage Nightingale","Closing Balance",,,,0,651000,-651000,
,3210,"Mortgage Robin's","Opening Balance",,,,,,0,
05/02/2021,3210,"Mortgage Robin's",,SJ0012,SUP0003,"Maher & Co - Robin",,385000.00,-385000.00,591
10/08/2021,3210,"Mortgage Robin's",,GJ0105,3210,"Mortgage Robin's",815.39,,-384184.61,1166
,3210,"Mortgage Robin's","Closing Balance",,,,815.39,385000,-384184.61,
,3220,"Mortgage Kensington","Opening Balance",,,,,,0,
,3220,"Mortgage Kensington","Closing Balance",,,,0,0,0,
,3510,"Share Capital","Opening Balance",,,,,,0,
14/12/2020,3510,"Share Capital",,GJ0050,2100,"Bank - Coutts Account",,1000.00,-1000.00,455
,3510,"Share Capital","Closing Balance",,,,0,1000,-1000,
,3520,"Revaluation Reserve","Opening Balance",,,,,,0,
,3520,"Revaluation Reserve","Closing Balance",,,,0,0,0,
,3530,"Retained Earnings","Opening Balance",,,,,,0,
,3530,"Retained Earnings","Closing Balance",,,,0,0,0,
,3550,"Drawings - Equity","Opening Balance",,,,,,0,
,3550,"Drawings - Equity","Closing Balance",,,,0,0,0,
,4005,Income,"Opening Balance",,,,,,0,
08/03/2021,4005,Income,,SI0001,CUS0001,"Nightingale, Windsor",42000.00,,42000.00,601
08/03/2021,4005,Income,,SI0001,CUS0001,"Nightingale, Windsor",,,42000.00,603
08/03/2021,4005,Income,,SI0002,CUS0001,"Nightingale, Windsor",4038.00,,46038.00,614
08/03/2021,4005,Income,,SI0002,CUS0001,"Nightingale, Windsor",,,46038.00,616
08/03/2021,4005,Income,,CJ0002,CUS0001,"Nightingale, Windsor",,3500.00,42538.00,617
08/03/2021,4005,Income,,CJ0003,CUS0001,"Nightingale, Windsor",3500.00,,46038.00,622
08/03/2021,4005,Income,,CJ0004,CUS0001,"Nightingale, Windsor",,3500.00,42538.00,624
12/03/2021,4005,Income,,CJ0001,CUS0001,"Nightingale, Windsor",,4038.00,38500.00,608
19/03/2021,4005,Income,,CJ0001,CUS0001,"Nightingale, Windsor",,10000.00,28500.00,604
19/03/2021,4005,Income,,CJ0001,CUS0001,"Nightingale, Windsor",,10000.00,18500.00,605
19/03/2021,4005,Income,,CJ0001,CUS0001,"Nightingale, Windsor",,8500.00,10000.00,606
19/03/2021,4005,Income,,CJ0001,CUS0001,"Nightingale, Windsor",,10000.00,0.00,607
16/06/2021,4005,Income,,GJ0088,CUS0002,"Robins, Richmond",,2250.00,-2250.00,964
16/06/2021,4005,Income,,GJ0088,CUS0002,"Robins, Richmond",,2250.00,-4500.00,965
16/06/2021,4005,Income,,GJ0089,CUS0002,"Robins, Richmond-Correction",2250.00,,-2250.00,968
16/06/2021,4005,Income,,CJ0005,CUS0002,"Robins, Richmond",,2250.00,-4500.00,970
16/06/2021,4005,Income,,SI0003,CUS0002,"Robins, Richmond",2250.00,,-2250.00,972
16/06/2021,4005,Income,,SI0003,CUS0002,"Robins, Richmond",,,-2250.00,974
16/06/2021,4005,Income,,GJ0090,CUS0002,"Robins, Richmond-Correction",2250.00,,0.00,975
15/07/2021,4005,Income,,SI0004,CUS0002,"Robins, Richmond",2250.00,,2250.00,1037
15/07/2021,4005,Income,,SI0004,CUS0002,"Robins, Richmond",,,2250.00,1039
15/07/2021,4005,Income,,CJ0006,CUS0002,"Robins, Richmond",,2250.00,0.00,1040
16/08/2021,4005,Income,,SI0015,CUS0002,"Robins, Richmond",2250.00,,2250.00,3648
16/08/2021,4005,Income,,SI0015,CUS0002,"Robins, Richmond",,,2250.00,3650
16/08/2021,4005,Income,,CJ0017,CUS0002,"Robins, Richmond",,2250.00,0.00,3651
15/09/2021,4005,Income,,SI0016,CUS0002,"Robins, Richmond",2250.00,,2250.00,3732
15/09/2021,4005,Income,,SI0016,CUS0002,"Robins, Richmond",,,2250.00,3734
15/09/2021,4005,Income,,CJ0018,CUS0002,"Robins, Richmond",,2250.00,0.00,3735
,4005,Income,"Closing Balance",,,,63038,63038,0,
,4010,"Rent Nightingale","Opening Balance",,,,,,0,
08/03/2021,4010,"Rent Nightingale",,SI0001,CUS0001,"Nightingale, Windsor",,42000.00,-42000.00,602
16/06/2021,4010,"Rent Nightingale",,SI0003,CUS0002,"Robins, Richmond",,2250.00,-44250.00,973
,4010,"Rent Nightingale","Closing Balance",,,,0,44250,-44250,
,4011,"Rent Robins","Opening Balance",,,,,,0,
16/06/2021,4011,"Rent Robins",,GJ0087,4011,"Rent Robin",2250.00,,2250.00,960
16/06/2021,4011,"Rent Robins",,GJ0088,4011,"Rent Robin/correction",,2250.00,0.00,962
16/06/2021,4011,"Rent Robins",,GJ0088,CUS0002,"Robins, Richmond",2250.00,,2250.00,966
16/06/2021,4011,"Rent Robins",,GJ0089,CUS0002,"Robins, Richmond-Correction",,2250.00,0.00,969
16/06/2021,4011,"Rent Robins",,GJ0090,CUS0002,"Robins, Richmond-Correction",,2250.00,-2250.00,976
16/06/2021,4011,"Rent Robins",,GJ0103,4011,"Rent Robin",2250.00,,0.00,1162
15/07/2021,4011,"Rent Robins",,SI0004,CUS0002,"Robins, Richmond",,2250.00,-2250.00,1038
16/08/2021,4011,"Rent Robins",,SI0015,CUS0002,"Robins, Richmond",,2250.00,-4500.00,3649
15/09/2021,4011,"Rent Robins",,SI0016,CUS0002,"Robins, Richmond",,2250.00,-6750.00,3733
,4011,"Rent Robins","Closing Balance",,,,6750,13500,-6750,
,4015,"Rent Wood","Opening Balance",,,,,,0,
,4015,"Rent Wood","Closing Balance",,,,0,0,0,
,4020,"Rent Kensington","Opening Balance",,,,,,0,
,4020,"Rent Kensington","Closing Balance",,,,0,0,0,
,4050,"Sales EU","Opening Balance",,,,,,0,
,4050,"Sales EU","Closing Balance",,,,0,0,0,
,4100,"Sales Outside EU","Opening Balance",,,,,,0,
,4100,"Sales Outside EU","Closing Balance",,,,0,0,0,
,4200,"Sales Discounts","Opening Balance",,,,,,0,
,4200,"Sales Discounts","Closing Balance",,,,0,0,0,
,4250,"Carriage on Sales","Opening Balance",,,,,,0,
,4250,"Carriage on Sales","Closing Balance",,,,0,0,0,
,4310,"Late Payment Charges","Opening Balance",,,,,,0,
,4310,"Late Payment Charges","Closing Balance",,,,0,0,0,
,4350,"Other income","Opening Balance",,,,,,0,
,4350,"Other income","Closing Balance",,,,0,0,0,
,4600,"Opening Stock","Opening Balance",,,,,,0,
,4600,"Opening Stock","Closing Balance",,,,0,0,0,
,4650,Purchases,"Opening Balance",,,,,,0,
,4650,Purchases,"Closing Balance",,,,0,0,0,
,4800,"Purchase Discounts","Opening Balance",,,,,,0,
,4800,"Purchase Discounts","Closing Balance",,,,0,0,0,
,4850,"Bank Charges","Opening Balance",,,,,,0,
14/12/2020,4850,"Bank Charges",,GJ0028,SUP0002,"Coutts & Co.",120.35,,120.35,280
30/06/2021,4850,"Bank Charges",,GJ0086,4850,"Bank Charges",,133.65,-13.30,958
30/06/2021,4850,"Bank Charges",,GJ0012,4850,"Bank Charges",133.65,,120.35,3764
30/09/2021,4850,"Bank Charges",,GJ0101,4850,"Bank Charges",133.65,,254.00,1138
,4850,"Bank Charges","Closing Balance",,,,387.65,133.65,254,
,4900,"Carriage on Purchases","Opening Balance",,,,,,0,
,4900,"Carriage on Purchases","Closing Balance",,,,0,0,0,
,4950,"Stock Damages","Opening Balance",,,,,,0,
,4950,"Stock Damages","Closing Balance",,,,0,0,0,
,5000,"Closing Stock","Opening Balance",,,,,,0,
,5000,"Closing Stock","Closing Balance",,,,0,0,0,
,5500,Marketing,"Opening Balance",,,,,,0,
23/08/2021,5500,Marketing,,PI0273,SUP0001,Hello,16.55,,16.55,2560
,5500,Marketing,"Closing Balance",,,,16.55,0,16.55,
,6000,"Selling Cost","Opening Balance",,,,,,0,
,6000,"Selling Cost","Closing Balance",,,,0,0,0,
,6105,"Nightingale Repair & Maintenance","Opening Balance",,,,,,24568.42,
01/10/2020,6105,"Nightingale Repair & Maintenance",,PI0400,SUP0001,AlMurad,1000.00,,25568.42,2941
08/10/2020,6105,"Nightingale Repair & Maintenance",,PI0390,SUP0001,Selco,56.08,,25624.50,2911
08/10/2020,6105,"Nightingale Repair & Maintenance",,PI0391,SUP0001,Selco,113.01,,25737.51,2914
08/10/2020,6105,"Nightingale Repair & Maintenance",,PI0549,SUP0001,Skip,210.00,,25947.51,3388
10/10/2020,6105,"Nightingale Repair & Maintenance",,PI0385,SUP0001,Cosi,3300.00,,29247.51,2896
10/10/2020,6105,"Nightingale Repair & Maintenance",,PI0386,SUP0001,"C Wala",17.80,,29265.31,2899
12/10/2020,6105,"Nightingale Repair & Maintenance",,PI0388,SUP0001,"Plumbers Point",591.54,,29856.85,2905
12/10/2020,6105,"Nightingale Repair & Maintenance",,PI0550,SUP0001,"Al Murad",300.00,,30156.85,3391
12/10/2020,6105,"Nightingale Repair & Maintenance",,PI0551,SUP0001,"Plumbers Point",591.54,,30748.39,3394
12/10/2020,6105,"Nightingale Repair & Maintenance",,PI0586,SUP0001,"Plumbers Point",181.57,,30929.96,3517
13/10/2020,6105,"Nightingale Repair & Maintenance",,PI0552,SUP0001,Crowthorne,35.50,,30965.46,3397
13/10/2020,6105,"Nightingale Repair & Maintenance",,PI0555,SUP0001,"Slough Bathroom",11.68,,30977.14,3406
15/10/2020,6105,"Nightingale Repair & Maintenance",,PI0558,SUP0001,"Slough Bathroom",1335.00,,32312.14,3415
15/10/2020,6105,"Nightingale Repair & Maintenance",,PI0567,SUP0001,Wickes,12.00,,32324.14,3442
15/10/2020,6105,"Nightingale Repair & Maintenance",,PI0568,SUP0001,Wickes,6.00,,32330.14,3445
17/10/2020,6105,"Nightingale Repair & Maintenance",,PI0566,SUP0001,Mangal,166.60,,32496.74,3439
19/10/2020,6105,"Nightingale Repair & Maintenance",,PI0565,SUP0001,"Plumbers Point",163.99,,32660.73,3436
20/10/2020,6105,"Nightingale Repair & Maintenance",,PI0560,SUP0001,ProTilerTools,61.97,,32722.70,3421
20/10/2020,6105,"Nightingale Repair & Maintenance",,PI0561,SUP0001,"Topps Tiles",32.62,,32755.32,3424
20/10/2020,6105,"Nightingale Repair & Maintenance",,PI0562,SUP0001,ScrewFix,10.49,,32765.81,3427
21/10/2020,6105,"Nightingale Repair & Maintenance",,PI0457,SUP0001,"Emerald Door",523.01,,33288.82,3112
21/10/2020,6105,"Nightingale Repair & Maintenance",,PI0459,SUP0001,Selco,41.33,,33330.15,3118
21/10/2020,6105,"Nightingale Repair & Maintenance",,PI0559,SUP0001,Howdens,189.44,,33519.59,3418
24/10/2020,6105,"Nightingale Repair & Maintenance",,PI0454,SUP0001,"Topps Tiles",225.78,,33745.37,3103
24/10/2020,6105,"Nightingale Repair & Maintenance",,PI0455,SUP0001,"Topps Tiles",25.17,,33770.54,3106
25/10/2020,6105,"Nightingale Repair & Maintenance",,PI0453,SUP0001,Selco,9.90,,33780.44,3100
26/10/2020,6105,"Nightingale Repair & Maintenance",,PI0433,SUP0001,Wickes,18.45,,33798.89,3040
30/10/2020,6105,"Nightingale Repair & Maintenance",,PI0450,SUP0001,"Windsor Heating",2.30,,33801.19,3091
02/11/2020,6105,"Nightingale Repair & Maintenance",,PI0448,SUP0001,Purchase,21.22,,33822.41,3085
03/11/2020,6105,"Nightingale Repair & Maintenance",,PI0447,SUP0001,"Windsor Heating",56.07,,33878.48,3082
04/11/2020,6105,"Nightingale Repair & Maintenance",,PI0446,SUP0001,Wickes,21.22,,33899.70,3079
05/11/2020,6105,"Nightingale Repair & Maintenance",,PI0444,SUP0001,"Windsor Heating",48.44,,33948.14,3073
05/11/2020,6105,"Nightingale Repair & Maintenance",,PI0445,SUP0001,"Splash Plumbing",25.20,,33973.34,3076
05/11/2020,6105,"Nightingale Repair & Maintenance",,PI0548,SUP0001,Wickes,11.71,,33985.05,3385
05/11/2020,6105,"Nightingale Repair & Maintenance",,PI0578,SUP0001,"Windsor Heating",8.75,,33993.80,3493
07/11/2020,6105,"Nightingale Repair & Maintenance",,PI0545,SUP0001,"Windsor Heating",42.93,,34036.73,3376
17/11/2020,6105,"Nightingale Repair & Maintenance",,PI0538,SUP0001,"Plumbers Point",91.54,,34128.27,3355
17/11/2020,6105,"Nightingale Repair & Maintenance",,PI0539,SUP0001,"Plumbers Point",124.49,,34252.76,3358
18/11/2020,6105,"Nightingale Repair & Maintenance",,PI0536,SUP0001,"Langley Plumbing",41.41,,34294.17,3349
18/11/2020,6105,"Nightingale Repair & Maintenance",,PI0537,SUP0001,"Langley Plumbing",291.00,,34585.17,3352
19/11/2020,6105,"Nightingale Repair & Maintenance",,PI0535,SUP0001,Wetrooms,579.07,,35164.24,3346
20/11/2020,6105,"Nightingale Repair & Maintenance",,PI0534,SUP0001,"Langley Plumbing",10.99,,35175.23,3343
23/11/2020,6105,"Nightingale Repair & Maintenance",,PI0530,SUP0001,Direct2Market,2.90,,35178.13,3331
23/11/2020,6105,"Nightingale Repair & Maintenance",,PI0531,SUP0001,"Topps Tiles",116.99,,35295.12,3334
23/11/2020,6105,"Nightingale Repair & Maintenance",,PI0532,SUP0001,"Topps Tiles",266.25,,35561.37,3337
25/11/2020,6105,"Nightingale Repair & Maintenance",,PI0527,SUP0001,"Langley Plumbing",25.50,,35586.87,3322
25/11/2020,6105,"Nightingale Repair & Maintenance",,PI0528,SUP0001,"MC2 Tile",439.55,,36026.42,3325
25/11/2020,6105,"Nightingale Repair & Maintenance",,PI0579,SUP0001,ProTilerTools,71.96,,36098.38,3496
26/11/2020,6105,"Nightingale Repair & Maintenance",,PI0516,SUP0001,EDC,158.22,,36256.60,3289
26/11/2020,6105,"Nightingale Repair & Maintenance",,PI0523,SUP0001,TLC,402.48,,36659.08,3310
26/11/2020,6105,"Nightingale Repair & Maintenance",,PI0524,SUP0001,TLC,331.16,,36990.24,3313
26/11/2020,6105,"Nightingale Repair & Maintenance",,PI0525,SUP0001,"MC2 Tiles",125.61,,37115.85,3316
26/11/2020,6105,"Nightingale Repair & Maintenance",,PI0526,SUP0001,TLC,5.40,,37121.25,3319
27/11/2020,6105,"Nightingale Repair & Maintenance",,PI0522,SUP0001,Wickes,28.20,,37149.45,3307
30/11/2020,6105,"Nightingale Repair & Maintenance",,PI0512,SUP0001,Adlink,141.00,,37290.45,3277
30/11/2020,6105,"Nightingale Repair & Maintenance",,PI0513,SUP0001,TLC,4.75,,37295.20,3280
30/11/2020,6105,"Nightingale Repair & Maintenance",,PI0514,SUP0001,Adlink,123.62,,37418.82,3283
07/12/2020,6105,"Nightingale Repair & Maintenance",,PI0504,SUP0001,AlMurad,5.00,,37423.82,3253
11/12/2020,6105,"Nightingale Repair & Maintenance",,PI0499,SUP0001,"Topps Tiles",466.58,,37890.40,3238
11/12/2020,6105,"Nightingale Repair & Maintenance",,PI0500,SUP0001,"Topps Tiles",88.17,,37978.57,3241
15/12/2020,6105,"Nightingale Repair & Maintenance",,PI0494,SUP0001,"Topps Tiles",66.00,,38044.57,3223
17/12/2020,6105,"Nightingale Repair & Maintenance",,PI0492,SUP0001,"Topps Tiles",19.90,,38064.47,3217
23/12/2020,6105,"Nightingale Repair & Maintenance",,PI0418,SUP0001,TLC,7.19,,38071.66,2995
23/12/2020,6105,"Nightingale Repair & Maintenance",,PI0419,SUP0001,Screwfix,13.77,,38085.43,2998
23/12/2020,6105,"Nightingale Repair & Maintenance",,PI0420,SUP0001,Brewers,13.85,,38099.28,3001
29/12/2020,6105,"Nightingale Repair & Maintenance",,PI0414,SUP0001,B&Q,10.00,,38109.28,2983
29/12/2020,6105,"Nightingale Repair & Maintenance",,PI0415,SUP0001,Screwfix,26.97,,38136.25,2986
29/12/2020,6105,"Nightingale Repair & Maintenance",,PI0416,SUP0001,Brewers,79.50,,38215.75,2989
05/01/2021,6105,"Nightingale Repair & Maintenance",,GJ0038,SUP0001,Howdens,,46.49,38169.26,334
05/01/2021,6105,"Nightingale Repair & Maintenance",,PI0580,SUP0001,Howdens-Correction,92.98,,38262.24,3499
09/01/2021,6105,"Nightingale Repair & Maintenance",,GJ0038,SUP0001,Wickes,,60.00,38202.24,333
09/01/2021,6105,"Nightingale Repair & Maintenance",,PI0582,SUP0001,"ScrewFix - Correction",120.00,,38322.24,3505
14/01/2021,6105,"Nightingale Repair & Maintenance",,PI0488,SUP0001,"MC Tiles",74.60,,38396.84,3205
16/01/2021,6105,"Nightingale Repair & Maintenance",,PI0487,SUP0001,"Alan Hunter",99.85,,38496.69,3202
19/01/2021,6105,"Nightingale Repair & Maintenance",,GJ0038,SUP0001,ScrewFix,,10.00,38486.69,332
19/01/2021,6105,"Nightingale Repair & Maintenance",,PI0484,SUP0001,"G. Certificate",180.00,,38666.69,3193
19/01/2021,6105,"Nightingale Repair & Maintenance",,PI0584,SUP0001,Screwfx-correction,20.00,,38686.69,3511
22/01/2021,6105,"Nightingale Repair & Maintenance",,PI0483,SUP0001,"Global Security",182.40,,38869.09,3190
02/02/2021,6105,"Nightingale Repair & Maintenance",,PI0477,SUP0001,"Windsor Trader",20.34,,38889.43,3172
04/02/2021,6105,"Nightingale Repair & Maintenance",,PI0476,SUP0001,"Gas Certificate",180.00,,39069.43,3169
06/02/2021,6105,"Nightingale Repair & Maintenance",,PI0472,SUP0001,WHSmith,46.93,,39116.36,3157
10/02/2021,6105,"Nightingale Repair & Maintenance",,PI0471,SUP0001,"Patio Door Repair",165.00,,39281.36,3154
18/02/2021,6105,"Nightingale Repair & Maintenance",,PI0469,SUP0001,Howdens,12.00,,39293.36,3148
26/02/2021,6105,"Nightingale Repair & Maintenance",,PI0465,SUP0001,"As if by Magic",10.49,,39303.85,3136
03/03/2021,6105,"Nightingale Repair & Maintenance",,PI0570,SUP0001,"First Choice Fire Service",120.00,,39423.85,3451
05/03/2021,6105,"Nightingale Repair & Maintenance",,PI0372,SUP0001,Screwfix,79.98,,39503.83,2857
06/03/2021,6105,"Nightingale Repair & Maintenance",,PI0241,SUP0001,"Weisz Locksmiths",168.00,,39671.83,2416
07/03/2021,6105,"Nightingale Repair & Maintenance",,PI0005,SUP0001,Homebase,66.00,,39737.83,504
12/03/2021,6105,"Nightingale Repair & Maintenance",,PI0015,SUP0001,"Prime Inventories (Deborah)",320.00,,40057.83,551
14/03/2021,6105,"Nightingale Repair & Maintenance",,PI0251,SUP0001,Ikea,136.25,,40194.08,2468
18/03/2021,6105,"Nightingale Repair & Maintenance",,PI0004,SUP0001,Purchase,59.84,,40253.92,501
19/03/2021,6105,"Nightingale Repair & Maintenance",,PI0006,SUP0001,"British Gas",43.51,,40297.43,507
19/03/2021,6105,"Nightingale Repair & Maintenance",,PI0007,SUP0001,RBWM,20.35,,40317.78,512
22/03/2021,6105,"Nightingale Repair & Maintenance",,PI0003,SUP0001,"Lukasz Builder",131.50,,40449.28,492
22/03/2021,6105,"Nightingale Repair & Maintenance",,PI0003,SUP0001,"Lukasz Builder",25.58,,40474.86,493
22/03/2021,6105,"Nightingale Repair & Maintenance",,PI0003,SUP0001,"Lukasz Builder",16.12,,40490.98,494
22/03/2021,6105,"Nightingale Repair & Maintenance",,PI0003,SUP0001,"Lukasz Builder",90.00,,40580.98,495
22/03/2021,6105,"Nightingale Repair & Maintenance",,PI0003,SUP0001,"Lukasz Builder",158.46,,40739.44,496
22/03/2021,6105,"Nightingale Repair & Maintenance",,PI0003,SUP0001,"Lukasz Builder",81.65,,40821.09,497
22/03/2021,6105,"Nightingale Repair & Maintenance",,PI0003,SUP0001,"Lukasz Builder",,0.31,40820.78,498
28/03/2021,6105,"Nightingale Repair & Maintenance",,PI0009,SUP0001,Longacres,41.53,,40862.31,518
29/03/2021,6105,"Nightingale Repair & Maintenance",,PI0263,SUP0001,"Trade Point",62.26,,40924.57,2528
30/03/2021,6105,"Nightingale Repair & Maintenance",,PI0008,SUP0001,"Al Murad",12.00,,40936.57,515
30/03/2021,6105,"Nightingale Repair & Maintenance",,PI0261,SUP0001,"Trade Point",12.37,,40948.94,2518
01/04/2021,6105,"Nightingale Repair & Maintenance",,PI0010,SUP0001,"CDN Services",72.00,,41020.94,521
05/04/2021,6105,"Nightingale Repair & Maintenance",,PI0255,SUP0001,RBWM,204.35,,41225.29,2480
16/04/2021,6105,"Nightingale Repair & Maintenance",,PI0247,SUP0001,WeFixBoiler,85.00,,41310.29,2448
17/04/2021,6105,"Nightingale Repair & Maintenance",,PI0369,SUP0001,Topworktops,235.00,,41545.29,2848
19/04/2021,6105,"Nightingale Repair & Maintenance",,PI0250,SUP0001,"Darren (Windows)",250.00,,41795.29,2463
20/04/2021,6105,"Nightingale Repair & Maintenance",,PI0367,SUP0001,Topworktops,40.00,,41835.29,2842
26/04/2021,6105,"Nightingale Repair & Maintenance",,PI0364,SUP0001,Screwfix,2.09,,41837.38,2833
30/04/2021,6105,"Nightingale Repair & Maintenance",,PI0256,SUP0001,Envirofresh,10.00,,41847.38,2493
06/05/2021,6105,"Nightingale Repair & Maintenance",,PI0018,SUP0001,"L Underwood",2500.00,,44347.38,724
13/05/2021,6105,"Nightingale Repair & Maintenance",,GJ0072,6105,"Nightingale Repair & Maintenance",6.00,,44353.38,738
11/06/2021,6105,"Nightingale Repair & Maintenance",,PI0338,SUP0001,B&Q,31.90,,44385.28,2755
13/07/2021,6105,"Nightingale Repair & Maintenance",,PI0298,SUP0001,"Windmill Heating",1218.00,,45603.28,2635
05/08/2021,6105,"Nightingale Repair & Maintenance",,PI0280,SUP0001,"HS Heating",1510.07,,47113.35,2581
06/08/2021,6105,"Nightingale Repair & Maintenance",,PI0279,SUP0001,"British Gas",158.49,,47271.84,2578
10/08/2021,6105,"Nightingale Repair & Maintenance",,PI0019,SUP0001,"Unique Glazing",1000.00,,48271.84,1171
02/09/2021,6105,"Nightingale Repair & Maintenance",,PI0268,SUP0001,"Unique Glazing",1000.00,,49271.84,2545
15/09/2021,6105,"Nightingale Repair & Maintenance",,PI0064,SUP0001,"Silva Timber",220.43,,49492.27,1405
21/09/2021,6105,"Nightingale Repair & Maintenance",,PI0068,SUP0001,"Windsor Traders",45.53,,49537.80,1425
27/09/2021,6105,"Nightingale Repair & Maintenance",,PI0065,SUP0001,Mfg,39.00,,49576.80,1408
,6105,"Nightingale Repair & Maintenance","Closing Balance",,,,25125.184,116.8,49576.804,
,6112,"Nightingale Legal & Professional","Opening Balance",,,,,,0,
15/01/2021,6112,"Nightingale Legal & Professional",,PI0587,SUP0003,"Maher & Co.",500.00,,500.00,3642
27/01/2021,6112,"Nightingale Legal & Professional",,GJ0058,6112,"Nightingale - Mortgage Fee",3255.00,,3755.00,580
17/02/2021,6112,"Nightingale Legal & Professional",,SJ0013,SUP0003,"Maher & Co.",380.00,,4135.00,596
17/02/2021,6112,"Nightingale Legal & Professional",,SJ0014,SUP0003,"Maher & Co.",35.00,,4170.00,600
17/02/2021,6112,"Nightingale Legal & Professional",,PI0594,SUP0003,"Maher & Co.",500.00,,4670.00,3702
17/02/2021,6112,"Nightingale Legal & Professional",,PI0602,SUP0003,"Maher & Co.",760.00,,5430.00,3792
09/03/2021,6112,"Nightingale Legal & Professional",,PI0016,SUP0001,Strutt&Parker,4016.00,,9446.00,620
,6112,"Nightingale Legal & Professional","Closing Balance",,,,9446,0,9446,
,6120,"Nightingale Insurance","Opening Balance",,,,,,0,
18/01/2021,6120,"Nightingale Insurance",,PI0486,SUP0001,"Axa Insurance",381.74,,381.74,3199
,6120,"Nightingale Insurance","Closing Balance",,,,381.74,0,381.74,
,6140,"Nightingale Service Breakdown","Opening Balance",,,,,,0,
,6140,"Nightingale Service Breakdown","Closing Balance",,,,0,0,0,
,6150,"Nightingale Mortgage Interest","Opening Balance",,,,,,0,
01/03/2021,6150,"Nightingale Mortgage Interest",,GJ0059,2100,"Nightingale - Mortgage Interest Payment",1378.79,,1378.79,586
